"category","changed","text","text_wrong","text_EN","注記"
"人物","No","ブシラ","ブシラ","Bushila",
"人物","No","ブラノク","ブラノク","Branoc",
"人物","Yes","ブリガン","ブリガーン","Brighan",
"人物","No","プラデンティア","プラデンティア","Pradentia",
"人物","Yes","プレスキアナ","プリシアナ","Presciana",
"人物","No","ヘカルド","ヘカルド","Hecard",
"人物","No","ヘレア","ヘレア","Helea",
"人物","Yes","ベアタグ","ベアサグ","Beathag",
"人物","No","ベイトリン","ベイトリン","Beitrin",
"人物","No","ベラーン","ベラーン","Belarn",
"人物","No","ベリカン","ベリカン","Berican",
"人物","Yes","ベリトール","ベリソール","Belithor",
"人物","Yes","ベルギル","ベルギール","Belgir",
"人物","No","ベルトリアナ","ベルトリアナ","Bertliana",
"人物","Yes","ペリクレーア","ペリクレイア","Pericleia",
"人物","Yes","ペリッチ","ペリク","Peric",
"人物","No","ホノラトゥス","ホノラトゥス","Honoratus",
"人物","Yes","ホリジン","コーリジン","Khorijin",
"人物","No","ボラト","ボラト","Bolat",
"人物","Yes","ボロンチャル","ボロンチャー","Boronchar",
"人物","Yes","ボヴァン","ボーヴァン","Bovan",
"人物","No","ポピリア","ポピリア","Popilia",
"人物","Yes","ポルファリオス","フォーファリオス","Porphalios",
"人物","Yes","マイレアス","メイレアス","Maireas",
"人物","No","マウリアナ","マウリアナ","Mauriana",
"人物","No","マウレンティオス","マウレンティオス","Maurentios",
"人物","No","マナン","マナン","Manan",
"人物","No","マラア","マラア","Maraa",
"人物","Yes","マリズィオス","マリツィオス","Maritzios",
"人物","No","マンテオス","マンテオス","Manteos",
"人物","No","ミテラ","ミテラ","Mitela",
"人物","No","ミナルヴィナ","ミナルヴィナ","Minarvina",
"人物","Yes","ミミル","ミミール","Mimir",
"人物","No","ミランカ","ミランカ","Milanka",
"人物","Yes","ミローン","ミロン","Miron",
"人物","No","メガリタ","メガリタ","Megarita",
"人物","Yes","メゲティア","メガティア","Megethia",
"人物","Yes","メゲンヘルダ","メーゲンヘルダ","Megenhelda",
"人物","Yes","メヒル","メヒール","Mehir",
"人物","Yes","メラ","メーラ","Mela",
"人物","No","メラグ","メラグ","Merag",
"人物","No","メルケア","メルケア","Melkea",
"人物","Yes","ヤスティオーン","ジャスティオン","Jastion",
"人物","No","ヤチャナ","ヤチャナ","Yachana",
"人物","Yes","ヤテア","ヤセア","Jathea",
"人物","No","ヤミナ","ヤミナ","Yamina",
"人物","Yes","ユスティナ","ジャスティナ","Justina",
"人物","No","ヨンナ","ヨンナ","Jonna",
"人物","Yes","ラエケル","レーケル","Raekel",
"人物","No","ラガエア","ラガエア","Rhagaea",
"人物","No","ラガンヴァド","ラガンヴァド","Raganvad",
"人物","No","ラサンド","ラサンド","Lasand",
"人物","No","ラザナ","ラザナ","Razana",
"人物","No","ラショネク","ラショネク","Lashonek",
"人物","No","ラス","ラス","Rath",
"人物","No","ラダゴス","ラダゴス","Radagos",
"人物","No","ラダゴスの手下","ラダゴスの手下","Radagos's Raider",
"人物","No","ラドグァル","ラドグァル","Ladogual",
"人物","Yes","ラナオーン","ラナオン","Ranaon",
"人物","No","ランタノール","ランタノール","Lantanor",
"人物","No","リアシン","リアシン","Liasin",
"人物","Yes","リエトガルディス","リエトガーディス","Lietgardis",
"人物","No","リエナ","リエナ","Liena",
"人物","Yes","リケルダ","リシェルダ","Richelda",
"人物","Yes","リュコーン","ルーコン","Lucon",
"人物","Yes","リリジャ","リリザ","Lilizha",
"人物","Yes","ルカラ","ルカーラ","Lucala",
"人物","No","ルカンド","ルカンド","Lucand",
"人物","No","ルスティカ","ルスティカ","Rustica",
"人物","No","ルダ","ルダ","Luda",
"人物","No","ルマ","ルマ","Ruma",
"人物","No","レインガルダ","レインガルダ","Reingarda",
"人物","No","レオンティア","レオンティア","Leontia",
"人物","Yes","ロジヴォル","ロツィヴォル","Rozhivol",
"人物","Yes","ロダラク","ロダラック","Rodarac",
"人物","Yes","ロラン","ローラン","Rolan",
"人物","No","ローダ","ローダ","Rhoda",
"人物","No","ヴァショルキ","ヴァショルキ","Vashorki",
"人物","Yes","ヴァッラ","ヴァーラ","Varra",
"人物","No","ヴァルカヴァ","ヴァルカヴァ","Valkava",
"人物","Yes","ヴァルタン","ヴァーティン","Vartin",
"人物","No","ヴァルムンド","ヴァルムンド","Varmund",
"人物","Yes","ヴァルラ","ヴァラ","Valla",
"人物","Yes","ヴィクルム","ヴィクラム","Vikrum",
"人物","Yes","ヴィジドゥナ","ヴィズドゥナ","Vizhduna",
"人物","No","ヴィトミラ","ヴィトミラ","Vitomira",
"人物","Yes","ヴィルドゥル","ヴィルドゥール","Vyldur",
"人物","No","ヴィンカンティオス","ヴィンカンティオス","Vincantios",
"人物","No","ヴェネランダ","ヴェネランダ","Veneranda",
"人物","No","ヴェリナ","ヴェリナ","Velina",
"人物","Yes","ヴォレリッチ","ヴォレリック","Voleric",
"人物","Yes","不審な隊商長","神経質な隊商長","Nervous Caravanmaster",
"人物","Yes","乗馬追い剥ぎ","騎乗荒らし屋","Mounted Ransacker",
"人物","Yes","共謀者のカーン","陰謀を企てるカーン","Conpiracy Kern",
"人物","Yes","共謀者のベルセルク","陰謀を企てる狂戦士","Conspiracy Berserker",
"人物","Yes","共謀者の乗馬猟師","陰謀を企てる騎乗猟師","Conspiracy Mounted Hunstman",
"人物","Yes","共謀者の人足頭","陰謀を企てる駄馬段列長","Conspiracy Packmaster",
"人物","Yes","共謀者の侵略者","陰謀を企てる侵略者","Conspiracy Raider",
"人物","Yes","共謀者の弓騎兵","陰謀を企てる弓騎兵","Conspiracy Horse Archer",
"人物","Yes","共謀者の戦争屋","陰謀を企てる主戦論者","Conspiracy Warmonger",
"人物","Yes","共謀者の戦士","陰謀を企てる戦士","Conspiracy Fighter",
"人物","Yes","共謀者の指揮官","陰謀を企てる指揮官","Conspiracy Commander",
"人物","Yes","共謀者の槍術教官","陰謀を企てる槍の達人","Conspiracy Spear Master",
"人物","Yes","共謀者の歴戦クロスボウ兵","陰謀を企てる歴戦の弩兵","Conspiracy Warworn Crossbowman",
"人物","Yes","共謀者の熟練クロスボウ兵","陰謀を企てる訓練された弩兵","Conspiracy Trained Crossbowman",
"人物","Yes","共謀者の熟練弓兵","陰謀を企てる訓練された弓兵","Conspiracy Trained Bowman",
"人物","Yes","共謀者の熟練槍兵","陰謀を企てる訓練された槍兵","Conspiracy Trained Spearman",
"人物","Yes","共謀者の熟練狩人","陰謀を企てる訓練された猟師","Conspiracy Trained Huntsman",
"人物","Yes","共謀者の熟連戦士","陰謀を企てる熟連戦士","Conspiracy Veteran Fighter",
"人物","Yes","共謀者の狼藉者","陰謀を企てる乱暴者","Conspiracy Hellion",
"人物","Yes","共謀者の猟師長","陰謀を企てる猟師の長","Conspiracy Hunt Leader",
"人物","Yes","共謀者の衛兵","陰謀を企てる衛兵","Conspiracy Guardsman",
"人物","Yes","共謀者の見習い騎士","陰謀を企てる見習い騎士","Conspiracy Knight Trainee",
"人物","Yes","共謀者の貴族騎兵","陰謀を企てる貴族騎兵","Conspiracy Noble Horseman",
"人物","Yes","共謀者の近衛兵","陰謀を企てる守護者","Conspiracy Guardian",
"人物","Yes","共謀者の達人弓騎兵","陰謀を企てる達人弓騎兵","Conspiracy Mounted Master Archer",
"人物","Yes","共謀者の野生戦士","陰謀を企てる野生児","Conspiracy Wilder",
"人物","Yes","共謀者の長弓兵","陰謀を企てる長弓兵","Conspiracy Longbowman",
"人物","Yes","共謀者の隊商長","陰謀を企てる隊商の主人","Conspiracy Caravan Master",
"人物","Yes","共謀者の騎士","陰謀を企てる騎士","Conspiracy Knight",
"人物","Yes","共謀者の騎手","陰謀を企てる戦騎手","Conspiracy Battle Rider",
"人物","Yes","共謀者の騎馬戦士","陰謀を企てる騎馬戦士","Conspiracy Mounted Fighter",
"人物","Yes","熟練教官","訓練師","Training Master",
"鍛冶部品","Yes","かけやの頭","マレットヘッド","Mallet Head",
"鍛冶部品","Yes","くぼんだ北方の鍔","くぼんだ北部のガード","Concave Northern Guard",
"鍛冶部品","Yes","こぶ付きの三日月型の短剣鍔","こぶ付三日月型ダガーガード","Knobbed Crescent Dagger Guard",
"鍛冶部品","Yes","こぶ付きの三日月型鍔","こぶ付きの三日月型ガード","Knobbed Crescent Guard",
"鍛冶部品","Yes","こぶ付きの幅広のサーベル鍔","こぶ付きの幅広サーベルガード","Knobbed Wide Saber Guard",
"鍛冶部品","Yes","こぶ付きの短剣鍔","こぶ付きのダガーガード","Knobbed Dagger Guard",
"鍛冶部品","Yes","こぶ付きの菱形鍔","こぶ付きのダイヤ製ガード","Knobbed Diamond Guard",
"鍛冶部品","Yes","こぶ付きの鉄の鍔","こぶ付き鉄製ガード","Knobbed Iron Guard",
"鍛冶部品","Yes","こぶ付きの青銅短剣鍔","こぶ付きの銅製ダガーガード","Knobbed Bronze Dagger Guard",
"鍛冶部品","Yes","こぶ付き棍棒","こぶ付きこん棒","Knobbed Club",
"鍛冶部品","Yes","こぶ付き鍔","こぶ付きガード","Knobbed Guard",
"鍛冶部品","Yes","こぶ付の菱形短剣鍔","ダイヤのこぶ付ダガーガード","Knobbed Diamond Dagger Guard",
"鍛冶部品","Yes","とても長い皮柄","とても長い革グリップ","Extra Long Hide Grip",
"鍛冶部品","Yes","とても長い良質鋼の槍の穂先","とても長い良質な鋼の矛先","Extra Long Fine Steel Spear Head",
"鍛冶部品","Yes","ななまくらな平たいスパタの刃","平らなスパタ用のなまくら","Flat Ridged Blunt Spatha Blade",
"鍛冶部品","No","なまくらなコンタリオン","なまくらなコンタリオン","Blunt Kontarion",
"鍛冶部品","Yes","なまくらなビルの刃","ビルのなまくらな矛先","Blunt Bill Head",
"鍛冶部品","Yes","なまくらなフリッサの刃","フリッサ用のなまくら刃","Iron Flyssa Blunt Blade",
"鍛冶部品","Yes","なまくらな分厚い広刃サーベルの刃","幅広サーベル用のなまくら","Thick Blunt Saber Blade",
"鍛冶部品","Yes","なまくらな北方の先細な刃","北部の先細ななまくら","Tapered Blunt Northern Blade",
"鍛冶部品","Yes","なまくらな小ぶりの両手斧の刃","両手斧用の正方形のなまくら","Square Bit Blunt Two Handed Axe Head",
"鍛冶部品","Yes","なまくらな巨大アーシャの刃","巨大なアーシャのなまくら","Large Blunt Ascia Head",
"鍛冶部品","Yes","なまくらな幅広剣の刃","ブロードソードのなまくら刃","Blunt Broadsword Blade",
"鍛冶部品","Yes","なまくらな広刃短剣の刃","幅広ダガー用のなまくら","Broad Blunt Dagger Blade",
"鍛冶部品","Yes","なまくらな投擲斧の刃","なまくらな投げ斧用の斧頭","Blunt Throwing Axe Head",
"鍛冶部品","Yes","なまくらな波刃槍の穂先","ギザギザのなまくらな矛先","Jagged Blunt Spear Head",
"鍛冶部品","Yes","なまくらな簡素な短槍の穂先","短い簡素な槍のなまくら矛先","Short Simple Blunt Spear Head",
"鍛冶部品","Yes","なまくらな細いスパルスの刃","細いスパルス用のなまくら","Narrow Blunt Sparth Blade",
"鍛冶部品","Yes","なまくらな細い樋入りの騎士剣の刃","細い騎士の剣の溝付なまくら","Fullered Narrow Blunt Arming Sword Blade",
"鍛冶部品","Yes","なまくらな草原の長槍の穂先","草原の長槍用のなまくら矛先","Long Grassland Blunt Spear",
"鍛冶部品","Yes","なまくらな鉄のシミターの刃","鉄のシミター用のなまくら","Iron Blunt Scimitar Blade",
"鍛冶部品","Yes","なまくらな長いサクスの刃","スクラマサクスの長なまくら","Long Blunt Seax Blade",
"鍛冶部品","Yes","なまくらな長柄刀の刃","なまくらなグレイヴの矛先","Blunt Glaive Head",
"鍛冶部品","No","なまくらの刃","なまくらの刃","Blunt Blade",
"鍛冶部品","Yes","なまくらの幅広で樋入りの刃","幅広で溝が入ったなまくら","Wide Fullered Blunt Blade",
"鍛冶部品","Yes","なまくらの鉄の幅広剣の刃","ブロードソードのなまくら","Iron Blunt Broadsword Blade",
"鍛冶部品","Yes","なめらかな柄頭","なめらかなポメル","Smooth Pommel",
"鍛冶部品","No","ねじれたメイスの柄","ねじれたメイスの柄","Gnarled Mace Handle",
"鍛冶部品","Yes","ねじれたメイスの頭","スパイラルメイスの柄頭","Spiralled Mace Head",
"鍛冶部品","Yes","へこみのある幅広鍔","へこみのある幅広ガード","Wide Concave Guard",
"鍛冶部品","Yes","へこみのある重厚な鍔","へこみのある重厚なガード","Thick Concave Guard",
"鍛冶部品","Yes","へこんだ北方の短剣鍔","へこんだ北部のダガーガード","Concave Northern Dagger Guard",
"鍛冶部品","Yes","へこんだ厚い短剣鍔","へこんだ厚いダガーガード","Thick Concave Dagger Guard",
"鍛冶部品","Yes","へこんだ広い短剣鍔","へこんだワイドダガーガード","Wide Concave Dagger Guard",
"鍛冶部品","Yes","わずかな鎬のあるフリッサの刃","緩い鎬付きフリッサ用刃","Slightly Ridged Flyssa Blade",
"鍛冶部品","Yes","ウォーレザーの刃","ウォーレイザーの刃","War Razor Blade",
"鍛冶部品","Yes","ウォーレザーの刃先","ウォーレーザーの矛先","Warrazor Head",
"鍛冶部品","Yes","オリフラム旗","軍旗","Oriflamme Banner",
"鍛冶部品","Yes","カスカラの片手用の皺革柄","ツヤ革片手カスカラグリップ","Crushed Leather One Handed Kaskara Grip",
"鍛冶部品","Yes","カスカラの装飾鋲付きの赤い柄","装飾鋲付赤カスカラグリップ","Riveted Decorated Red Kaskara Grip",
"鍛冶部品","Yes","カスカラの金の鍔","金のカスカラのガード","Golden Kaskara Guard",
"鍛冶部品","Yes","カタフラクトのメイスの頭","カタフラクトメイスの柄頭","Cataphracts Mace Head",
"鍛冶部品","No","カマの刃","カマの刃","Kama Blade",
"鍛冶部品","Yes","カルラディアのメイスの頭","カルラディアのメイスの柄頭","Calradic Mace Head",
"鍛冶部品","Yes","キノコ型柄頭","マッシュルームポメル","Mushroom Pommel",
"鍛冶部品","Yes","ギャロガイチの斧の刃","ギャロガイチアックスの斧頭","Gallogaich Axe Head",
"鍛冶部品","Yes","クラウンダガーの鍔","クラウンダガーのガード","Crown Dagger Guard",
"鍛冶部品","Yes","グラディウスの良質な柄頭","良質なグラディウスのポメル","Fine Gladius Pommel",
"鍛冶部品","Yes","グラディウスの金の鍔","金のグラディウスのガード","Golden Gladius Guard",
"鍛冶部品","Yes","ケシクの柄頭","ケシグのポメル","Kheshigs Pommel",
"鍛冶部品","Yes","コマ型柄頭","こまの形をしたポメル","Top Pommel",
"鍛冶部品","Yes","コンタリオン","コンタリオンの矛","Kontarion",
"鍛冶部品","Yes","コントスの穂先","コントスの矛先","Kontos Head",
"鍛冶部品","Yes","ゴンファロン旗","王旗","Gonfalon Banner",
"鍛冶部品","Yes","サーベルの彫刻入りの鍔","彫刻が入ったサーベルのガード","Engraved Saber Guard",
"鍛冶部品","Yes","サーベルの柄頭","サーベル用のポメル","Saber Pommel",
"鍛冶部品","Yes","サーベルの球根型柄頭","サーベル用の球根型ポメル","Bulbous Saber Pommel",
"鍛冶部品","Yes","サーベルの金の鍔","金のサーベルのガード","Golden Sabre Guard",
"鍛冶部品","Yes","シェストピョ―ルの頭","シェストピヨールの柄頭","Shestopyor Head",
"鍛冶部品","Yes","シミターの節目のある鋼柄","鋼のシミター用分割グリップ","Segmented Steel Scimitar Grip",
"鍛冶部品","Yes","シミターの金の鍔","金のシミターのガード","Golden Scimitar Guard",
"鍛冶部品","Yes","シャベルの頭","シャベルヘッド","Shovel Head",
"鍛冶部品","No","シーカの刃","シーカの刃","Sica Blade",
"鍛冶部品","Yes","ジクリオンの刃","ジクリオンの斧頭","Tzikurion Head",
"鍛冶部品","Yes","ジャベリンのトネリコ柄","トネリコの投げ槍の柄","Ash Javelin Shaft",
"鍛冶部品","Yes","ジャベリンのマホガニー竿","マホガニーの投げ槍の柄","Mahogany Javelin Shaft",
"鍛冶部品","Yes","ジャベリンの松竿","松の投げ槍の柄","Pine Javelin Shaft",
"鍛冶部品","Yes","ジャベリンの樫柄","オーク製の投げ槍の柄","Oaken Javelin Shaft",
"鍛冶部品","Yes","ジャベリンの穂先","投げ槍用の矛先","Javelin Head",
"鍛冶部品","Yes","ストゥルギヤの軍用フォークの穂先","スタルジアの軍用フォーク","Sturgian Military Fork Head",
"鍛冶部品","Yes","スパタの樽型鉄柄","樽型鉄製片手スパタグリップ","Segmented Iron One Handed Spatha Grip",
"鍛冶部品","Yes","スヴァルドスタブの穂先","ソードスタッフの矛先","Swordstaff Head",
"鍛冶部品","Yes","タマスケン鋼のカスカラの刃","カスカラ用のタマスケン鋼刃","Thamaskene Steel Kaskara Blade",
"鍛冶部品","Yes","タマスケン鋼のスパタの刃","スパタ用のタマスケン鋼刃","Thamaskene Steel Spatha Blade",
"鍛冶部品","Yes","タマスケン鋼の戦剣の刃","タマスケンウォーソードの刃","Thamaskene Steel Warsword Blade",
"鍛冶部品","Yes","タマスケン鋼の槍の柄頭","タマスケン鋼の槍用ポメル","Thamaskene Steel Riveted Spear Pommel",
"鍛冶部品","Yes","タマスケン鋼の葉型槍の穂先","葉型のタマスケン鋼の矛先","Thamaskene Steel Leaf Shaped Spear Head",
"鍛冶部品","Yes","ターコイズの柄頭","ターコイズポメル","Turqouise Pommel",
"鍛冶部品","Yes","ダガーの椀鍔","ダガー用ボウルガード","Bowl Dagger Guard",
"鍛冶部品","No","ダブルフック","ダブルフック","Double Hooks",
"鍛冶部品","Yes","チョウナの刃","チョウナの斧頭","Adze Head",
"鍛冶部品","Yes","トネリコの竿","トネリコの柄","Ash Shaft",
"鍛冶部品","Yes","トネリコの革巻き両手柄","両手用のトネリコ製革巻き柄","Leather Wrapped Two Handed Ash Shaft",
"鍛冶部品","Yes","ハンジャルの刃","クファンジャルの刃","Khanjar Blade",
"鍛冶部品","Yes","バッタニアの柄","バッタニアのグリップ","Battania Grip",
"鍛冶部品","Yes","バルディッシュの刃","バルディッシュの斧頭","Bardiche Head",
"鍛冶部品","Yes","パイクの硬い楓柄","硬い楓のパイク用の柄","Hard Maple Pike Shaft",
"鍛冶部品","Yes","パイクの硬化樫竿","加工オーク材のパイク用柄","Cured Oaken Pike Shaft",
"鍛冶部品","Yes","ビルの刃","ビルの矛先","Bill Head",
"鍛冶部品","Yes","ピールムの穂先","ピルムの矛先","Pilum Head",
"鍛冶部品","Yes","ファルシオンの刃","ファルシオン用刃","Falchion Blade",
"鍛冶部品","Yes","フィアンナの柄頭","フィアンのポメル","Fian's Pommel",
"鍛冶部品","Yes","フォークの穂先","鋤の頭","Fork Head",
"鍛冶部品","Yes","フクロウの眼の柄頭","フクロウの眼のポメル","Owlseye Pommel",
"鍛冶部品","Yes","フランキスカの刃","フランツィスカ用の斧頭","Franziska Head",
"鍛冶部品","Yes","フランジメイスの長く重い頭","フランジ付きの長いヘビーメイスの柄頭","Heavy Long Flanged Mace Head",
"鍛冶部品","Yes","フリッサの良質革柄","フリッサ用の本革グリップ","Fine Leather Flyssa Grip",
"鍛冶部品","Yes","ペルナーチの頭","ペルナックの柄頭","Pernach Head",
"鍛冶部品","No","ボアウイング","ボアウイング","Boar Wings",
"鍛冶部品","No","ポニャードの刃","ポニャードの刃","Poniard Blade",
"鍛冶部品","No","マカイラの刃","マカイラの刃","Makhaira Blade",
"鍛冶部品","No","マホガニーの柄","マホガニーの柄","Mahogany Handle",
"鍛冶部品","Yes","マホガニーの皮巻き柄","皮巻きのマホガニーの柄","Mahogany Handle With Hide Wrapping",
"鍛冶部品","Yes","メイスの紐付きの柄","紐付きのメイスの柄","Tied Mace Handle",
"鍛冶部品","Yes","メイスの装飾松柄","装飾された松のメイスの柄","Decorated Pine Mace Handle",
"鍛冶部品","Yes","メイスの装飾鋼柄","装飾されたメイス用の鋼の柄","Decorated Steel Mace Handle",
"鍛冶部品","Yes","メイスの補強された長いトネリコ柄","メイス用のトネリコ製補強柄","Reinforced Long Ash Mace Handle",
"鍛冶部品","Yes","メイスの角張った良質鋼柄","良質鋼のメイス用の四角い柄","Angular Fine Steel Mace Handle",
"鍛冶部品","Yes","メイスの角張った鋼柄","鋼鉄製のメイス用の四角い柄","Steel Angular Mace Handle",
"鍛冶部品","Yes","メイスの赤松柄","セコイア製のメイスの柄","Redwood Mace Handle",
"鍛冶部品","Yes","メイスの軽く高貴な頭","王室の軽量メイスの柄頭","Light Royal Mace Head",
"鍛冶部品","Yes","メイスの鉄で補強された柄","鉄で補強したメイスの柄","Iron Reinforced Mace Handle",
"鍛冶部品","Yes","メイスの鉄の柄頭付き柄","鉄製ポメル付きのメイスの柄","Iron Pommeled Mace Handle",
"鍛冶部品","Yes","メイスの鉄柄","メイス用の鉄製柄","Iron Mace Handle",
"鍛冶部品","Yes","メイスの鋼で補強された柄","鋼で強化されたメイスの柄","Steel Reinforced Mace Handle",
"鍛冶部品","Yes","メイスの鋼柄","鋼のメイスの柄","Steel Mace Handle",
"鍛冶部品","Yes","メイスの長い鉄柄","握りが鉄製のメイス用の長柄","Long Iron Bottomed Mace Handle",
"鍛冶部品","Yes","メイス型柄頭","メイス型ポメル","Mace Shaped Pommel",
"鍛冶部品","Yes","メナウリオンの穂先","メナウリオンの矛先","Menavlion Head",
"鍛冶部品","Yes","モーニングスターの鍔","モーニングスターガード","Morningstar Spear Guard",
"鍛冶部品","Yes","モーニングスターの頭","モーニングスターの柄頭","Morningstar Head",
"鍛冶部品","No","リボン","リボン","Ribbon",
"鍛冶部品","Yes","ヴージュの刃","ヴージュの矛先","Voulge Head",
"鍛冶部品","Yes","三又の柄頭","三又のポメル","Three Branched Pommel",
"鍛冶部品","Yes","三日月型柄頭","クレセントポメル","Crescent Pommel",
"鍛冶部品","Yes","三角形の柄頭","三角形のポメル","Triangular Pommel",
"鍛冶部品","Yes","三重ゴンファロン旗","3組の王旗","Triple Gonfalon Banner",
"鍛冶部品","Yes","両手サーベルの柄","両手持ちサーベルのグリップ","Two Handed Saber Grip",
"鍛冶部品","Yes","両手スパルスアックスの刃","大型スパルスアックスの斧頭","Great Sparth Axe Head",
"鍛冶部品","Yes","両手メイスの鉄張り柄","両手持ちメイスの鉄張りハンドル","Iron Topped Two Handed Mace Handle",
"鍛冶部品","Yes","両手メイスの革巻き柄","革で巻いた両手持ちメイスのハンドル","Leather Wrapped Two Handed Mace Handle",
"鍛冶部品","Yes","両手持メイスの鉄で補強された柄","鉄で強化した両手持ちメイスのハンドル","Iron Reinforced Two Handed Mace Handle",
"鍛冶部品","Yes","両手斧の鋲付きトネリコ竿","トネリコ製の両手用鋲付き柄","Studded Ash Two Handed Axe Shaft",
"鍛冶部品","Yes","丸い木製柄頭","丸い木製ポメル","Round Wooden Pommel",
"鍛冶部品","Yes","丸い突起の柄頭","丸い突起付きポメル","Round Spiked Pommel",
"鍛冶部品","Yes","丸い装飾柄頭","装飾用のラウンドポメル","Rounded Ornamental Pommel",
"鍛冶部品","Yes","丸く平らな短剣鍔","丸く平らなダガー用ガード","Rounded Flat Dagger Guard",
"鍛冶部品","Yes","丸く平らな鍔","丸く平らなガード","Rounded Flat Guard",
"鍛冶部品","Yes","丸みのある羽","ブラントウイング","Blunt Wings",
"鍛冶部品","Yes","乗馬兵のメイスの鋼柄","馬術師のメイス用の鋼鉄製柄","Steel Horsemans Mace Handle",
"鍛冶部品","Yes","乗馬兵の重メイスの頭","馬術師の重メイスの柄頭","Heavy Horsemans Mace Head",
"鍛冶部品","Yes","二股の燕尾型の旗","二枚舌の燕尾服","Swallow-Tail with Two Tongues",
"鍛冶部品","Yes","二重の羽根型の羽","ダブルベインウィング","Double Vane Wings",
"鍛冶部品","Yes","優れた東方の長柄刀の刃","優れた東部のグレイヴ","Exceptional Eastern Glaive",
"鍛冶部品","Yes","先端が細い鍔","先端が細いガード","Tapered Thin Guard",
"鍛冶部品","Yes","先細な北方の剣の刃","先細な北部の剣の刃","Tapered Northern Blade",
"鍛冶部品","No","先細な肉包丁の鍔","先細な肉包丁の鍔","Tapered Cleaver Guard",
"鍛冶部品","No","先細のカスカラの刃","先細のカスカラの刃","Tapered Kaskara Blade",
"鍛冶部品","Yes","先細りした角製の柄","先細り天然角グリップ","Tapered Horn Grip",
"鍛冶部品","Yes","先細りした革張りの角製片手柄","片手用天然角革張先細グリップ","Tapered Leather Covered One Handed Horn Grip",
"鍛冶部品","Yes","先細りの三日月型鍔","先細な三日月型ガード","Tapered Crescent Guard",
"鍛冶部品","Yes","先細りの短剣鍔","先端の細いダガーガード","Tapered Thin Dagger Guard",
"鍛冶部品","Yes","円環柄頭","リングポメル","Ring Pommel",
"鍛冶部品","Yes","円盤柄頭","ディスクポメル","Disc Pommel",
"鍛冶部品","Yes","円盤鍔","円形ガード","Disc Guard",
"鍛冶部品","Yes","円錐型の槍の柄頭","円錐型の槍用ポメル","Conical Spear Pommel",
"鍛冶部品","Yes","円錐型柄頭","コーンハットポメル","Cone Hat Pommel",
"鍛冶部品","Yes","凹凸のある粗革の両手柄","粗末な革の両手こぶグリップ","Rough Leather Knobbed Two Handed Grip",
"鍛冶部品","Yes","凹凸のある粗革の片手柄","粗末な革の片手こぶグリップ","Rough Leather Knobbed One Handed Grip",
"鍛冶部品","Yes","凹型の円鍔","くぼんだ円形ガード","Concave Disc Guard",
"鍛冶部品","Yes","凹型の太い短剣鍔","幅広のへこんだダガーガード","Broad Concave Dagger Guard",
"鍛冶部品","Yes","刃の波打ったフォークの穂先","刻み目付きの鋤頭","Notched Fork Head",
"鍛冶部品","Yes","分厚いメイスの革巻き柄","革巻きの分厚いメイスの柄","Leather Wrapped Thick Mace Handle",
"鍛冶部品","Yes","切っ先の尖ったスパタの刃","先の尖ったスパタの刃","Sharp Tipped Spatha Blade",
"鍛冶部品","Yes","切子面加工の柄頭","切子面加工のポメル","Faceted Pommel",
"鍛冶部品","Yes","切子面加工の楕円鍔","切子面加工の楕円ガード","Faceted Oval Guard",
"鍛冶部品","Yes","切子面加工の聖杯型柄頭","切子面加工の聖杯型ポメル","Faceted Chalice Pommel",
"鍛冶部品","Yes","切子面加工の車輪型柄頭","切子面加工のホイールポメル","Faceted Wheel Pommel",
"鍛冶部品","Yes","切子面加工楕円短剣鍔","切子面加工楕円ダガーガード","Faceted Oval Dagger Guard",
"鍛冶部品","Yes","北方のバックソードの刃","北部のバックソード用刃","Northern Backsword Blade",
"鍛冶部品","Yes","北方の三角柄頭","北部の三角ポメル","Northern Triangular Pommel",
"鍛冶部品","Yes","北方の三角槍の穂先","北部の三角形の矛先","Northern Triangular Spear",
"鍛冶部品","Yes","北方の両手柄","北部の両手持ちグリップ","Northern Two Handed Grip",
"鍛冶部品","Yes","北方の先細りの柄","北部の先細りグリップ","Tapered Northern One Handed Grip",
"鍛冶部品","Yes","北方の円柄頭","北部のラウンドポメル","Northern Round Pommel",
"鍛冶部品","Yes","北方の刻印付四角短剣鍔","北部の刻印付四角ダガーガード","Embroiled Rectangular Northern Dagger Guard",
"鍛冶部品","Yes","北方の刻印入りの角ばった鍔","刻印入り北部の四角形ガード","Embroiled Rectangular Northern Guard",
"鍛冶部品","Yes","北方の大剣の鍔","北部のグレートソード用ガード","Northern Great Sword Guard",
"鍛冶部品","Yes","北方の太い樋のある剣の刃","溝付きで幅広な北部の剣の刃","Wide Fullered Northern Blade",
"鍛冶部品","Yes","北方の威厳ある柄頭","北部の君主のポメル","Northern Lordly Pommel",
"鍛冶部品","Yes","北方の巨大な広刃斧の刃","北部の巨大で幅広な斧頭","Northern Broad Great Axe Head",
"鍛冶部品","Yes","北方の広刃斧の刃","北部の幅広な斧頭","Broad Large Norse Head",
"鍛冶部品","Yes","北方の戦斧の刃","北部の戦斧の斧頭","Northern Battle Axe Blade",
"鍛冶部品","Yes","北方の手斧の頭","北部の手斧用斧頭","Northern Hatchet Head",
"鍛冶部品","Yes","北方の木の両手柄","北部の木製両手グリップ","Northern Wood Grip Two Handed",
